Baudrate,9600
Anzahl_der_geraete,1
Anzahl_der_Boards,8
Widerstaende_pro_Board,2
Gefundene_Geraete
/dev/ttyUSB0,Keithley: MODEL 2700,7700,7700
Zeit,Board Nr,Widerstand Nr,Port,Kannal,Temperatur True/False,Sensor,Gemessener Widerstand,Temperaturwert
48295.29,7,2,/dev/ttyUSB0,204,False,False,1.79,False
48296.8,8,1,/dev/ttyUSB0,205,True,PT100,146.83,122.02
48298.3,8,2,/dev/ttyUSB0,206,False,False,2.68,False
48419.83,1,1,/dev/ttyUSB0,101,True,PT100,146.4,120.88
48421.34,1,2,/dev/ttyUSB0,102,False,False,1.84,False
48422.84,2,1,/dev/ttyUSB0,103,True,PT100,146.37,120.8
48424.35,2,2,/dev/ttyUSB0,104,False,False,2.99,False
48425.85,3,1,/dev/ttyUSB0,105,False,False,1.88,False
48427.35,3,2,/dev/ttyUSB0,106,True,PT100,146.11,120.11
48428.86,4,1,/dev/ttyUSB0,107,True,PT100,146.53,121.23
48430.37,4,2,/dev/ttyUSB0,108,False,False,3.24,False
48431.87,5,1,/dev/ttyUSB0,109,True,PT100,146.22,120.4
48433.38,5,2,/dev/ttyUSB0,110,False,False,1.62,False
48434.88,6,1,/dev/ttyUSB0,201,True,PT100,146.31,120.64
48436.39,6,2,/dev/ttyUSB0,202,False,False,2.35,False
48437.89,7,1,/dev/ttyUSB0,203,True,PT100,146.27,120.54
48439.39,7,2,/dev/ttyUSB0,204,False,False,1.79,False
48440.9,8,1,/dev/ttyUSB0,205,True,PT100,146.34,120.72
48442.4,8,2,/dev/ttyUSB0,206,False,False,2.68,False
48563.93,1,1,/dev/ttyUSB0,101,True,PT100,145.51,118.52
48565.43,1,2,/dev/ttyUSB0,102,False,False,1.83,False
48566.94,2,1,/dev/ttyUSB0,103,True,PT100,145.6,118.76
48568.44,2,2,/dev/ttyUSB0,104,False,False,2.98,False
48569.95,3,1,/dev/ttyUSB0,105,False,False,1.88,False
48571.45,3,2,/dev/ttyUSB0,106,True,PT100,145.37,118.15
48572.96,4,1,/dev/ttyUSB0,107,True,PT100,145.86,119.45
48574.46,4,2,/dev/ttyUSB0,108,False,False,3.23,False
48575.96,5,1,/dev/ttyUSB0,109,True,PT100,145.52,118.55
48577.47,5,2,/dev/ttyUSB0,110,False,False,1.62,False
48578.97,6,1,/dev/ttyUSB0,201,True,PT100,145.6,118.76
48580.47,6,2,/dev/ttyUSB0,202,False,False,2.34,False
48581.98,7,1,/dev/ttyUSB0,203,True,PT100,145.46,118.39
48583.48,7,2,/dev/ttyUSB0,204,False,False,1.78,False
48584.99,8,1,/dev/ttyUSB0,205,True,PT100,145.53,118.57
48586.49,8,2,/dev/ttyUSB0,206,False,False,2.67,False
48708.02,1,1,/dev/ttyUSB0,101,True,PT100,145.44,118.33
48709.52,1,2,/dev/ttyUSB0,102,False,False,1.83,False
48711.03,2,1,/dev/ttyUSB0,103,True,PT100,145.48,118.44
48712.53,2,2,/dev/ttyUSB0,104,False,False,2.98,False
48714.04,3,1,/dev/ttyUSB0,105,False,False,1.88,False
48715.54,3,2,/dev/ttyUSB0,106,True,PT100,145.33,118.04
48717.04,4,1,/dev/ttyUSB0,107,True,PT100,145.68,118.97
48718.56,4,2,/dev/ttyUSB0,108,False,False,3.23,False
48720.07,5,1,/dev/ttyUSB0,109,True,PT100,145.46,118.39
48721.57,5,2,/dev/ttyUSB0,110,False,False,1.62,False
48723.08,6,1,/dev/ttyUSB0,201,True,PT100,145.53,118.57
48724.58,6,2,/dev/ttyUSB0,202,False,False,2.34,False
48726.08,7,1,/dev/ttyUSB0,203,True,PT100,145.54,118.6
48727.59,7,2,/dev/ttyUSB0,204,False,False,1.78,False
48729.09,8,1,/dev/ttyUSB0,205,True,PT100,145.67,118.94
48730.59,8,2,/dev/ttyUSB0,206,False,False,2.67,False
48852.12,1,1,/dev/ttyUSB0,101,True,PT100,146.84,122.05
48853.63,1,2,/dev/ttyUSB0,102,False,False,1.84,False
48855.13,2,1,/dev/ttyUSB0,103,True,PT100,146.59,121.39
48856.64,2,2,/dev/ttyUSB0,104,False,False,2.99,False
48858.15,3,1,/dev/ttyUSB0,105,False,False,1.88,False
48859.65,3,2,/dev/ttyUSB0,106,True,PT100,146.33,120.7
48861.16,4,1,/dev/ttyUSB0,107,True,PT100,146.47,121.07
48862.66,4,2,/dev/ttyUSB0,108,False,False,3.24,False
48864.16,5,1,/dev/ttyUSB0,109,True,PT100,146.36,120.77
48865.67,5,2,/dev/ttyUSB0,110,False,False,1.62,False
48867.17,6,1,/dev/ttyUSB0,201,True,PT100,146.44,120.99
48868.67,6,2,/dev/ttyUSB0,202,False,False,2.35,False
48870.18,7,1,/dev/ttyUSB0,203,True,PT100,146.58,121.36
48871.75,7,2,/dev/ttyUSB0,204,False,False,1.79,False
48873.26,8,1,/dev/ttyUSB0,205,True,PT100,146.77,121.86
48874.76,8,2,/dev/ttyUSB0,206,False,False,2.68,False
48996.29,1,1,/dev/ttyUSB0,101,True,PT100,146.71,121.7
48997.79,1,2,/dev/ttyUSB0,102,False,False,1.84,False
48999.3,2,1,/dev/ttyUSB0,103,True,PT100,146.6,121.41
49000.8,2,2,/dev/ttyUSB0,104,False,False,2.99,False
49002.31,3,1,/dev/ttyUSB0,105,False,False,1.88,False
49003.81,3,2,/dev/ttyUSB0,106,True,PT100,146.32,120.67
49005.32,4,1,/dev/ttyUSB0,107,True,PT100,146.67,121.6
49006.82,4,2,/dev/ttyUSB0,108,False,False,3.24,False
49008.32,5,1,/dev/ttyUSB0,109,True,PT100,146.41,120.91
49009.83,5,2,/dev/ttyUSB0,110,False,False,1.62,False
49011.33,6,1,/dev/ttyUSB0,201,True,PT100,146.5,121.15
49012.83,6,2,/dev/ttyUSB0,202,False,False,2.35,False
49014.34,7,1,/dev/ttyUSB0,203,True,PT100,146.52,121.2
49015.84,7,2,/dev/ttyUSB0,204,False,False,1.79,False
49017.35,8,1,/dev/ttyUSB0,205,True,PT100,146.62,121.46
49018.85,8,2,/dev/ttyUSB0,206,False,False,2.68,False
49140.38,1,1,/dev/ttyUSB0,101,True,PT100,145.93,119.63
49141.88,1,2,/dev/ttyUSB0,102,False,False,1.83,False
49143.39,2,1,/dev/ttyUSB0,103,True,PT100,145.97,119.74
49144.89,2,2,/dev/ttyUSB0,104,False,False,2.98,False
49146.39,3,1,/dev/ttyUSB0,105,False,False,1.88,False
49147.9,3,2,/dev/ttyUSB0,106,True,PT100,145.73,119.1
49149.4,4,1,/dev/ttyUSB0,107,True,PT100,146.21,120.38
49150.91,4,2,/dev/ttyUSB0,108,False,False,3.24,False
49152.41,5,1,/dev/ttyUSB0,109,True,PT100,145.87,119.47
49153.91,5,2,/dev/ttyUSB0,110,False,False,1.62,False
49155.42,6,1,/dev/ttyUSB0,201,True,PT100,145.95,119.69
49156.92,6,2,/dev/ttyUSB0,202,False,False,2.35,False
49158.43,7,1,/dev/ttyUSB0,203,True,PT100,145.85,119.42
49159.93,7,2,/dev/ttyUSB0,204,False,False,1.79,False
49161.44,8,1,/dev/ttyUSB0,205,True,PT100,145.92,119.61
49162.94,8,2,/dev/ttyUSB0,206,False,False,2.67,False
49284.47,1,1,/dev/ttyUSB0,101,True,PT100,145.16,117.59
49285.97,1,2,/dev/ttyUSB0,102,False,False,1.83,False
49287.47,2,1,/dev/ttyUSB0,103,True,PT100,145.28,117.91
49288.98,2,2,/dev/ttyUSB0,104,False,False,2.98,False
49290.48,3,1,/dev/ttyUSB0,105,False,False,1.87,False
49291.99,3,2,/dev/ttyUSB0,106,True,PT100,145.1,117.43
49293.49,4,1,/dev/ttyUSB0,107,True,PT100,145.57,118.68
49295.0,4,2,/dev/ttyUSB0,108,False,False,3.23,False
49296.51,5,1,/dev/ttyUSB0,109,True,PT100,145.26,117.86
49298.01,5,2,/dev/ttyUSB0,110,False,False,1.62,False
49299.51,6,1,/dev/ttyUSB0,201,True,PT100,145.34,118.07
49301.02,6,2,/dev/ttyUSB0,202,False,False,2.34,False
49302.52,7,1,/dev/ttyUSB0,203,True,PT100,145.24,117.8
49304.03,7,2,/dev/ttyUSB0,204,False,False,1.78,False
49305.53,8,1,/dev/ttyUSB0,205,True,PT100,145.32,118.02
49307.03,8,2,/dev/ttyUSB0,206,False,False,2.67,False
49428.57,1,1,/dev/ttyUSB0,101,True,PT100,146.3,120.62
49430.07,1,2,/dev/ttyUSB0,102,False,False,1.83,False
49431.58,2,1,/dev/ttyUSB0,103,True,PT100,146.13,120.16
49433.08,2,2,/dev/ttyUSB0,104,False,False,2.98,False
49434.59,3,1,/dev/ttyUSB0,105,False,False,1.88,False
49436.09,3,2,/dev/ttyUSB0,106,True,PT100,145.95,119.69
49437.59,4,1,/dev/ttyUSB0,107,True,PT100,146.12,120.14
49439.1,4,2,/dev/ttyUSB0,108,False,False,3.23,False
49440.6,5,1,/dev/ttyUSB0,109,True,PT100,146.01,119.85
49442.11,5,2,/dev/ttyUSB0,110,False,False,1.62,False
49443.61,6,1,/dev/ttyUSB0,201,True,PT100,146.07,120.01
49445.12,6,2,/dev/ttyUSB0,202,False,False,2.35,False
49446.63,7,1,/dev/ttyUSB0,203,True,PT100,146.21,120.38
49448.13,7,2,/dev/ttyUSB0,204,False,False,1.79,False
49449.63,8,1,/dev/ttyUSB0,205,True,PT100,146.41,120.91
49451.14,8,2,/dev/ttyUSB0,206,False,False,2.68,False
49572.67,1,1,/dev/ttyUSB0,101,True,PT100,146.93,122.29
49574.17,1,2,/dev/ttyUSB0,102,False,False,1.84,False
49575.67,2,1,/dev/ttyUSB0,103,True,PT100,146.72,121.73
49577.18,2,2,/dev/ttyUSB0,104,False,False,2.99,False
49578.68,3,1,/dev/ttyUSB0,105,False,False,1.88,False
49580.19,3,2,/dev/ttyUSB0,106,True,PT100,146.43,120.96
49581.69,4,1,/dev/ttyUSB0,107,True,PT100,146.67,121.6
49583.2,4,2,/dev/ttyUSB0,108,False,False,3.24,False
49584.71,5,1,/dev/ttyUSB0,109,True,PT100,146.48,121.09
49586.21,5,2,/dev/ttyUSB0,110,False,False,1.62,False
49587.72,6,1,/dev/ttyUSB0,201,True,PT100,146.58,121.36
49589.22,6,2,/dev/ttyUSB0,202,False,False,2.35,False
49590.72,7,1,/dev/ttyUSB0,203,True,PT100,146.65,121.54
49592.23,7,2,/dev/ttyUSB0,204,False,False,1.79,False
49593.73,8,1,/dev/ttyUSB0,205,True,PT100,146.8,121.94
49595.23,8,2,/dev/ttyUSB0,206,False,False,2.68,False
49716.76,1,1,/dev/ttyUSB0,101,True,PT100,146.34,120.72
49718.27,1,2,/dev/ttyUSB0,102,False,False,1.83,False
49719.77,2,1,/dev/ttyUSB0,103,True,PT100,146.32,120.67
49721.32,2,2,/dev/ttyUSB0,104,False,False,2.99,False
49722.83,3,1,/dev/ttyUSB0,105,False,False,1.88,False
49724.33,3,2,/dev/ttyUSB0,106,True,PT100,146.06,119.98
49725.84,4,1,/dev/ttyUSB0,107,True,PT100,146.49,121.12
49727.34,4,2,/dev/ttyUSB0,108,False,False,3.24,False
49728.84,5,1,/dev/ttyUSB0,109,True,PT100,146.18,120.3
49730.35,5,2,/dev/ttyUSB0,110,False,False,1.62,False
49731.85,6,1,/dev/ttyUSB0,201,True,PT100,146.26,120.51
49733.35,6,2,/dev/ttyUSB0,202,False,False,2.35,False
49734.86,7,1,/dev/ttyUSB0,203,True,PT100,146.21,120.38
49736.4,7,2,/dev/ttyUSB0,204,False,False,1.79,False
49737.91,8,1,/dev/ttyUSB0,205,True,PT100,146.29,120.59
49739.41,8,2,/dev/ttyUSB0,206,False,False,2.68,False
49860.94,1,1,/dev/ttyUSB0,101,True,PT100,145.44,118.33
49862.44,1,2,/dev/ttyUSB0,102,False,False,1.83,False
49863.95,2,1,/dev/ttyUSB0,103,True,PT100,145.53,118.57
49865.45,2,2,/dev/ttyUSB0,104,False,False,2.98,False
49866.95,3,1,/dev/ttyUSB0,105,False,False,1.87,False
49868.46,3,2,/dev/ttyUSB0,106,True,PT100,145.3,117.96
49869.96,4,1,/dev/ttyUSB0,107,True,PT100,145.81,119.32
49871.47,4,2,/dev/ttyUSB0,108,False,False,3.23,False
49872.97,5,1,/dev/ttyUSB0,109,True,PT100,145.47,118.41
49874.47,5,2,/dev/ttyUSB0,110,False,False,1.62,False
49875.98,6,1,/dev/ttyUSB0,201,True,PT100,145.54,118.6
49877.48,6,2,/dev/ttyUSB0,202,False,False,2.34,False
49878.99,7,1,/dev/ttyUSB0,203,True,PT100,145.4,118.23
49880.49,7,2,/dev/ttyUSB0,204,False,False,1.78,False
49881.99,8,1,/dev/ttyUSB0,205,True,PT100,145.47,118.41
49883.5,8,2,/dev/ttyUSB0,206,False,False,2.67,False
50005.03,1,1,/dev/ttyUSB0,101,True,PT100,145.5,118.49
50006.54,1,2,/dev/ttyUSB0,102,False,False,1.83,False
50008.04,2,1,/dev/ttyUSB0,103,True,PT100,145.53,118.57
50009.55,2,2,/dev/ttyUSB0,104,False,False,2.98,False
50011.05,3,1,/dev/ttyUSB0,105,False,False,1.87,False
50012.55,3,2,/dev/ttyUSB0,106,True,PT100,145.38,118.18
50014.06,4,1,/dev/ttyUSB0,107,True,PT100,145.71,119.05
50015.56,4,2,/dev/ttyUSB0,108,False,False,3.23,False
50017.07,5,1,/dev/ttyUSB0,109,True,PT100,145.5,118.49
50018.58,5,2,/dev/ttyUSB0,110,False,False,1.62,False
50020.08,6,1,/dev/ttyUSB0,201,True,PT100,145.57,118.68
50021.59,6,2,/dev/ttyUSB0,202,False,False,2.34,False
50023.09,7,1,/dev/ttyUSB0,203,True,PT100,145.6,118.76
50024.59,7,2,/dev/ttyUSB0,204,False,False,1.79,False
50026.1,8,1,/dev/ttyUSB0,205,True,PT100,145.75,119.16
50027.6,8,2,/dev/ttyUSB0,206,False,False,2.67,False
50149.13,1,1,/dev/ttyUSB0,101,True,PT100,146.87,122.13
50150.63,1,2,/dev/ttyUSB0,102,False,False,1.84,False
50152.14,2,1,/dev/ttyUSB0,103,True,PT100,146.62,121.46
50153.69,2,2,/dev/ttyUSB0,104,False,False,2.99,False
50155.19,3,1,/dev/ttyUSB0,105,False,False,1.88,False
50156.7,3,2,/dev/ttyUSB0,106,True,PT100,146.36,120.77
50158.2,4,1,/dev/ttyUSB0,107,True,PT100,146.5,121.15
50159.71,4,2,/dev/ttyUSB0,108,False,False,3.24,False
50161.21,5,1,/dev/ttyUSB0,109,True,PT100,146.38,120.83
50162.71,5,2,/dev/ttyUSB0,110,False,False,1.62,False
50164.22,6,1,/dev/ttyUSB0,201,True,PT100,146.47,121.07
50165.72,6,2,/dev/ttyUSB0,202,False,False,2.35,False
50167.23,7,1,/dev/ttyUSB0,203,True,PT100,146.6,121.41
50168.73,7,2,/dev/ttyUSB0,204,False,False,1.79,False
50170.23,8,1,/dev/ttyUSB0,205,True,PT100,146.79,121.92
50171.74,8,2,/dev/ttyUSB0,206,False,False,2.68,False
50293.27,1,1,/dev/ttyUSB0,101,True,PT100,146.68,121.62
50294.78,1,2,/dev/ttyUSB0,102,False,False,1.84,False
50296.28,2,1,/dev/ttyUSB0,103,True,PT100,146.58,121.36
50297.79,2,2,/dev/ttyUSB0,104,False,False,2.99,False
50299.29,3,1,/dev/ttyUSB0,105,False,False,1.88,False
50300.79,3,2,/dev/ttyUSB0,106,True,PT100,146.3,120.62
50302.3,4,1,/dev/ttyUSB0,107,True,PT100,146.66,121.57
50303.8,4,2,/dev/ttyUSB0,108,False,False,3.24,False
50305.31,5,1,/dev/ttyUSB0,109,True,PT100,146.39,120.85
50306.81,5,2,/dev/ttyUSB0,110,False,False,1.62,False
50308.31,6,1,/dev/ttyUSB0,201,True,PT100,146.48,121.09
50309.82,6,2,/dev/ttyUSB0,202,False,False,2.35,False
50311.32,7,1,/dev/ttyUSB0,203,True,PT100,146.49,121.12
50312.83,7,2,/dev/ttyUSB0,204,False,False,1.79,False
50314.33,8,1,/dev/ttyUSB0,205,True,PT100,146.59,121.39
50315.83,8,2,/dev/ttyUSB0,206,False,False,2.68,False
50437.36,1,1,/dev/ttyUSB0,101,True,PT100,145.88,119.5
50438.87,1,2,/dev/ttyUSB0,102,False,False,1.83,False
50440.37,2,1,/dev/ttyUSB0,103,True,PT100,145.93,119.63
50441.87,2,2,/dev/ttyUSB0,104,False,False,2.98,False
50443.38,3,1,/dev/ttyUSB0,105,False,False,1.88,False
50444.88,3,2,/dev/ttyUSB0,106,True,PT100,145.69,119.0
50446.39,4,1,/dev/ttyUSB0,107,True,PT100,146.16,120.24
50447.89,4,2,/dev/ttyUSB0,108,False,False,3.23,False
50449.39,5,1,/dev/ttyUSB0,109,True,PT100,145.84,119.4
50450.9,5,2,/dev/ttyUSB0,110,False,False,1.62,False
50452.4,6,1,/dev/ttyUSB0,201,True,PT100,145.91,119.58
50453.91,6,2,/dev/ttyUSB0,202,False,False,2.35,False
50455.41,7,1,/dev/ttyUSB0,203,True,PT100,145.81,119.32
50456.91,7,2,/dev/ttyUSB0,204,False,False,1.79,False
50458.42,8,1,/dev/ttyUSB0,205,True,PT100,145.88,119.5
50459.92,8,2,/dev/ttyUSB0,206,False,False,2.67,False
50581.45,1,1,/dev/ttyUSB0,101,True,PT100,145.17,117.62
50582.95,1,2,/dev/ttyUSB0,102,False,False,1.83,False
50584.46,2,1,/dev/ttyUSB0,103,True,PT100,145.28,117.91
50585.96,2,2,/dev/ttyUSB0,104,False,False,2.98,False
50587.47,3,1,/dev/ttyUSB0,105,False,False,1.87,False
50588.97,3,2,/dev/ttyUSB0,106,True,PT100,145.1,117.43
50590.47,4,1,/dev/ttyUSB0,107,True,PT100,145.57,118.68
50591.98,4,2,/dev/ttyUSB0,108,False,False,3.23,False
50593.48,5,1,/dev/ttyUSB0,109,True,PT100,145.27,117.88
50594.99,5,2,/dev/ttyUSB0,110,False,False,1.62,False
50596.49,6,1,/dev/ttyUSB0,201,True,PT100,145.34,118.07
50597.99,6,2,/dev/ttyUSB0,202,False,False,2.34,False
50599.5,7,1,/dev/ttyUSB0,203,True,PT100,145.25,117.83
50601.03,7,2,/dev/ttyUSB0,204,False,False,1.78,False
50602.54,8,1,/dev/ttyUSB0,205,True,PT100,145.34,118.07
50604.04,8,2,/dev/ttyUSB0,206,False,False,2.67,False
50725.57,1,1,/dev/ttyUSB0,101,True,PT100,146.39,120.85
50727.07,1,2,/dev/ttyUSB0,102,False,False,1.83,False
50728.58,2,1,/dev/ttyUSB0,103,True,PT100,146.21,120.38
50730.08,2,2,/dev/ttyUSB0,104,False,False,2.99,False
50731.59,3,1,/dev/ttyUSB0,105,False,False,1.88,False
50733.09,3,2,/dev/ttyUSB0,106,True,PT100,146.01,119.85
50734.6,4,1,/dev/ttyUSB0,107,True,PT100,146.17,120.27
50736.1,4,2,/dev/ttyUSB0,108,False,False,3.23,False
50737.6,5,1,/dev/ttyUSB0,109,True,PT100,146.06,119.98
50739.11,5,2,/dev/ttyUSB0,110,False,False,1.62,False
50740.61,6,1,/dev/ttyUSB0,201,True,PT100,146.13,120.16
50742.11,6,2,/dev/ttyUSB0,202,False,False,2.35,False
50743.62,7,1,/dev/ttyUSB0,203,True,PT100,146.27,120.54
50745.12,7,2,/dev/ttyUSB0,204,False,False,1.79,False
50746.63,8,1,/dev/ttyUSB0,205,True,PT100,146.47,121.07
50748.13,8,2,/dev/ttyUSB0,206,False,False,2.68,False
50869.66,1,1,/dev/ttyUSB0,101,True,PT100,146.9,122.21
50871.16,1,2,/dev/ttyUSB0,102,False,False,1.84,False
50872.67,2,1,/dev/ttyUSB0,103,True,PT100,146.71,121.7
50874.17,2,2,/dev/ttyUSB0,104,False,False,2.99,False
50875.67,3,1,/dev/ttyUSB0,105,False,False,1.88,False
50877.18,3,2,/dev/ttyUSB0,106,True,PT100,146.42,120.93
50878.68,4,1,/dev/ttyUSB0,107,True,PT100,146.67,121.6
50880.19,4,2,/dev/ttyUSB0,108,False,False,3.24,False
50881.69,5,1,/dev/ttyUSB0,109,True,PT100,146.47,121.07
50883.19,5,2,/dev/ttyUSB0,110,False,False,1.62,False
50884.7,6,1,/dev/ttyUSB0,201,True,PT100,146.57,121.33
50886.2,6,2,/dev/ttyUSB0,202,False,False,2.35,False
50887.71,7,1,/dev/ttyUSB0,203,True,PT100,146.64,121.52
50889.21,7,2,/dev/ttyUSB0,204,False,False,1.79,False
50890.71,8,1,/dev/ttyUSB0,205,True,PT100,146.78,121.89
50892.22,8,2,/dev/ttyUSB0,206,False,False,2.68,False
51013.75,1,1,/dev/ttyUSB0,101,True,PT100,146.28,120.56
51015.25,1,2,/dev/ttyUSB0,102,False,False,1.83,False
51016.75,2,1,/dev/ttyUSB0,103,True,PT100,146.27,120.54
51018.26,2,2,/dev/ttyUSB0,104,False,False,2.99,False
51019.76,3,1,/dev/ttyUSB0,105,False,False,1.88,False
51021.27,3,2,/dev/ttyUSB0,106,True,PT100,146.02,119.87
51022.77,4,1,/dev/ttyUSB0,107,True,PT100,146.45,121.01
51024.27,4,2,/dev/ttyUSB0,108,False,False,3.24,False
51025.78,5,1,/dev/ttyUSB0,109,True,PT100,146.14,120.19
51027.28,5,2,/dev/ttyUSB0,110,False,False,1.62,False
51028.79,6,1,/dev/ttyUSB0,201,True,PT100,146.23,120.43
51030.29,6,2,/dev/ttyUSB0,202,False,False,2.35,False
51031.79,7,1,/dev/ttyUSB0,203,True,PT100,146.17,120.27
51033.3,7,2,/dev/ttyUSB0,204,False,False,1.79,False
51034.8,8,1,/dev/ttyUSB0,205,True,PT100,146.24,120.46
51036.31,8,2,/dev/ttyUSB0,206,False,False,2.68,False
51157.84,1,1,/dev/ttyUSB0,101,True,PT100,145.39,118.2
51159.34,1,2,/dev/ttyUSB0,102,False,False,1.83,False
51160.84,2,1,/dev/ttyUSB0,103,True,PT100,145.48,118.44
51162.35,2,2,/dev/ttyUSB0,104,False,False,2.98,False
51163.85,3,1,/dev/ttyUSB0,105,False,False,1.87,False
51165.35,3,2,/dev/ttyUSB0,106,True,PT100,145.26,117.86
51166.86,4,1,/dev/ttyUSB0,107,True,PT100,145.76,119.18
51168.36,4,2,/dev/ttyUSB0,108,False,False,3.23,False
51169.87,5,1,/dev/ttyUSB0,109,True,PT100,145.42,118.28
51171.37,5,2,/dev/ttyUSB0,110,False,False,1.62,False
51172.87,6,1,/dev/ttyUSB0,201,True,PT100,145.49,118.47
51174.38,6,2,/dev/ttyUSB0,202,False,False,2.34,False
51175.88,7,1,/dev/ttyUSB0,203,True,PT100,145.36,118.12
51177.39,7,2,/dev/ttyUSB0,204,False,False,1.78,False
51178.89,8,1,/dev/ttyUSB0,205,True,PT100,145.42,118.28
51180.39,8,2,/dev/ttyUSB0,206,False,False,2.67,False
51301.92,1,1,/dev/ttyUSB0,101,True,PT100,145.59,118.73
51303.43,1,2,/dev/ttyUSB0,102,False,False,1.83,False
51304.93,2,1,/dev/ttyUSB0,103,True,PT100,145.6,118.76
51306.43,2,2,/dev/ttyUSB0,104,False,False,2.98,False
51307.94,3,1,/dev/ttyUSB0,105,False,False,1.88,False
51309.44,3,2,/dev/ttyUSB0,106,True,PT100,145.44,118.33
51310.95,4,1,/dev/ttyUSB0,107,True,PT100,145.75,119.16
51312.45,4,2,/dev/ttyUSB0,108,False,False,3.23,False
51313.95,5,1,/dev/ttyUSB0,109,True,PT100,145.56,118.65
51315.46,5,2,/dev/ttyUSB0,110,False,False,1.62,False
51316.96,6,1,/dev/ttyUSB0,201,True,PT100,145.63,118.84
51318.47,6,2,/dev/ttyUSB0,202,False,False,2.34,False
51319.97,7,1,/dev/ttyUSB0,203,True,PT100,145.68,118.97
51321.47,7,2,/dev/ttyUSB0,204,False,False,1.79,False
51322.98,8,1,/dev/ttyUSB0,205,True,PT100,145.83,119.37
51324.48,8,2,/dev/ttyUSB0,206,False,False,2.67,False
51446.02,1,1,/dev/ttyUSB0,101,True,PT100,146.91,122.23
51447.52,1,2,/dev/ttyUSB0,102,False,False,1.84,False
51449.03,2,1,/dev/ttyUSB0,103,True,PT100,146.65,121.54
51450.53,2,2,/dev/ttyUSB0,104,False,False,2.99,False
51452.03,3,1,/dev/ttyUSB0,105,False,False,1.88,False
51453.54,3,2,/dev/ttyUSB0,106,True,PT100,146.38,120.83
51455.04,4,1,/dev/ttyUSB0,107,True,PT100,146.53,121.23
51456.55,4,2,/dev/ttyUSB0,108,False,False,3.24,False
51458.05,5,1,/dev/ttyUSB0,109,True,PT100,146.41,120.91
51459.55,5,2,/dev/ttyUSB0,110,False,False,1.62,False
51461.06,6,1,/dev/ttyUSB0,201,True,PT100,146.5,121.15
51462.56,6,2,/dev/ttyUSB0,202,False,False,2.35,False
51464.07,7,1,/dev/ttyUSB0,203,True,PT100,146.62,121.46
51465.57,7,2,/dev/ttyUSB0,204,False,False,1.79,False
51467.07,8,1,/dev/ttyUSB0,205,True,PT100,146.81,121.97
51468.58,8,2,/dev/ttyUSB0,206,False,False,2.68,False
51590.11,1,1,/dev/ttyUSB0,101,True,PT100,146.65,121.54
51591.61,1,2,/dev/ttyUSB0,102,False,False,1.84,False
51593.11,2,1,/dev/ttyUSB0,103,True,PT100,146.55,121.28
51594.62,2,2,/dev/ttyUSB0,104,False,False,2.99,False
51596.12,3,1,/dev/ttyUSB0,105,False,False,1.88,False
51597.63,3,2,/dev/ttyUSB0,106,True,PT100,146.27,120.54
51599.13,4,1,/dev/ttyUSB0,107,True,PT100,146.65,121.54
51600.63,4,2,/dev/ttyUSB0,108,False,False,3.24,False
51602.14,5,1,/dev/ttyUSB0,109,True,PT100,146.37,120.8
51603.64,5,2,/dev/ttyUSB0,110,False,False,1.62,False
51605.15,6,1,/dev/ttyUSB0,201,True,PT100,146.46,121.04
51606.65,6,2,/dev/ttyUSB0,202,False,False,2.35,False
51608.16,7,1,/dev/ttyUSB0,203,True,PT100,146.46,121.04
51609.66,7,2,/dev/ttyUSB0,204,False,False,1.79,False
51611.16,8,1,/dev/ttyUSB0,205,True,PT100,146.56,121.31
51612.67,8,2,/dev/ttyUSB0,206,False,False,2.68,False
51734.2,1,1,/dev/ttyUSB0,101,True,PT100,145.83,119.37
51735.7,1,2,/dev/ttyUSB0,102,False,False,1.83,False
51737.2,2,1,/dev/ttyUSB0,103,True,PT100,145.88,119.5
51738.71,2,2,/dev/ttyUSB0,104,False,False,2.98,False
51740.21,3,1,/dev/ttyUSB0,105,False,False,1.88,False
51741.71,3,2,/dev/ttyUSB0,106,True,PT100,145.65,118.89
51743.22,4,1,/dev/ttyUSB0,107,True,PT100,146.13,120.16
51744.72,4,2,/dev/ttyUSB0,108,False,False,3.23,False
51746.23,5,1,/dev/ttyUSB0,109,True,PT100,145.79,119.26
51747.73,5,2,/dev/ttyUSB0,110,False,False,1.62,False
51749.23,6,1,/dev/ttyUSB0,201,True,PT100,145.87,119.47
51750.74,6,2,/dev/ttyUSB0,202,False,False,2.35,False
51752.24,7,1,/dev/ttyUSB0,203,True,PT100,145.76,119.18
51753.75,7,2,/dev/ttyUSB0,204,False,False,1.79,False
51755.25,8,1,/dev/ttyUSB0,205,True,PT100,145.82,119.34
51756.75,8,2,/dev/ttyUSB0,206,False,False,2.67,False
51878.29,1,1,/dev/ttyUSB0,101,True,PT100,145.18,117.65
51879.79,1,2,/dev/ttyUSB0,102,False,False,1.83,False
51881.29,2,1,/dev/ttyUSB0,103,True,PT100,145.29,117.94
51882.79,2,2,/dev/ttyUSB0,104,False,False,2.98,False
51884.3,3,1,/dev/ttyUSB0,105,False,False,1.87,False
51885.8,3,2,/dev/ttyUSB0,106,True,PT100,145.12,117.49
51887.31,4,1,/dev/ttyUSB0,107,True,PT100,145.57,118.68
51888.81,4,2,/dev/ttyUSB0,108,False,False,3.23,False
