Baudrate,9600
Anzahl_der_geraete,1
Anzahl_der_Boards,8
Widerstaende_pro_Board,2
Gefundene_Geraete
/dev/ttyUSB0,Keithley: MODEL 2700,7700,7700
Zeit,Board Nr,Widerstand Nr,Port,Kannal,Temperatur True/False,Sensor,Gemessener Widerstand,Temperaturwert
3460.27,1,2,/dev/ttyUSB0,102,False,False,1.77,False
3461.77,2,1,/dev/ttyUSB0,103,True,PT100,131.71,82.13
3463.27,2,2,/dev/ttyUSB0,104,False,False,2.88,False
3464.78,3,1,/dev/ttyUSB0,105,False,False,1.81,False
3466.28,3,2,/dev/ttyUSB0,106,True,PT100,131.53,81.66
3467.79,4,1,/dev/ttyUSB0,107,True,PT100,131.73,82.18
3469.29,4,2,/dev/ttyUSB0,108,False,False,3.12,False
3470.79,5,1,/dev/ttyUSB0,109,True,PT100,131.57,81.76
3472.3,5,2,/dev/ttyUSB0,110,False,False,1.55,False
3473.8,6,1,/dev/ttyUSB0,201,True,PT100,131.66,82.0
3475.31,6,2,/dev/ttyUSB0,202,False,False,2.26,False
3476.81,7,1,/dev/ttyUSB0,203,True,PT100,131.68,82.05
3478.31,7,2,/dev/ttyUSB0,204,False,False,1.71,False
3479.82,8,1,/dev/ttyUSB0,205,True,PT100,131.82,82.42
3481.32,8,2,/dev/ttyUSB0,206,False,False,2.58,False
3602.86,1,1,/dev/ttyUSB0,101,True,PT100,131.4,81.32
3604.36,1,2,/dev/ttyUSB0,102,False,False,1.76,False
3605.87,2,1,/dev/ttyUSB0,103,True,PT100,131.41,81.35
3607.37,2,2,/dev/ttyUSB0,104,False,False,2.88,False
3608.87,3,1,/dev/ttyUSB0,105,False,False,1.81,False
3610.38,3,2,/dev/ttyUSB0,106,True,PT100,131.25,80.93
3611.88,4,1,/dev/ttyUSB0,107,True,PT100,131.53,81.66
3613.39,4,2,/dev/ttyUSB0,108,False,False,3.12,False
3614.89,5,1,/dev/ttyUSB0,109,True,PT100,131.33,81.14
3616.39,5,2,/dev/ttyUSB0,110,False,False,1.55,False
3617.9,6,1,/dev/ttyUSB0,201,True,PT100,131.41,81.35
3619.4,6,2,/dev/ttyUSB0,202,False,False,2.25,False
3620.91,7,1,/dev/ttyUSB0,203,True,PT100,131.35,81.19
3622.41,7,2,/dev/ttyUSB0,204,False,False,1.71,False
3623.91,8,1,/dev/ttyUSB0,205,True,PT100,131.44,81.42
3625.42,8,2,/dev/ttyUSB0,206,False,False,2.57,False
3746.95,1,1,/dev/ttyUSB0,101,True,PT100,130.87,79.93
3748.45,1,2,/dev/ttyUSB0,102,False,False,1.76,False
3749.95,2,1,/dev/ttyUSB0,103,True,PT100,130.93,80.09
3751.46,2,2,/dev/ttyUSB0,104,False,False,2.87,False
3752.96,3,1,/dev/ttyUSB0,105,False,False,1.8,False
3754.47,3,2,/dev/ttyUSB0,106,True,PT100,130.8,79.75
3755.97,4,1,/dev/ttyUSB0,107,True,PT100,131.09,80.51
3757.47,4,2,/dev/ttyUSB0,108,False,False,3.12,False
3758.98,5,1,/dev/ttyUSB0,109,True,PT100,130.88,79.96
3760.48,5,2,/dev/ttyUSB0,110,False,False,1.55,False
3761.99,6,1,/dev/ttyUSB0,201,True,PT100,130.94,80.11
3763.49,6,2,/dev/ttyUSB0,202,False,False,2.25,False
3764.99,7,1,/dev/ttyUSB0,203,True,PT100,130.84,79.85
3766.5,7,2,/dev/ttyUSB0,204,False,False,1.71,False
3768.0,8,1,/dev/ttyUSB0,205,True,PT100,130.91,80.03
3769.51,8,2,/dev/ttyUSB0,206,False,False,2.57,False
3891.04,1,1,/dev/ttyUSB0,101,True,PT100,130.3,78.44
3892.54,1,2,/dev/ttyUSB0,102,False,False,1.76,False
3894.04,2,1,/dev/ttyUSB0,103,True,PT100,130.37,78.62
3895.55,2,2,/dev/ttyUSB0,104,False,False,2.87,False
3897.06,3,1,/dev/ttyUSB0,105,False,False,1.8,False
3898.56,3,2,/dev/ttyUSB0,106,True,PT100,130.24,78.28
3900.07,4,1,/dev/ttyUSB0,107,True,PT100,130.54,79.07
3901.58,4,2,/dev/ttyUSB0,108,False,False,3.11,False
3903.08,5,1,/dev/ttyUSB0,109,True,PT100,130.33,78.51
3904.59,5,2,/dev/ttyUSB0,110,False,False,1.54,False
3906.09,6,1,/dev/ttyUSB0,201,True,PT100,130.39,78.67
3907.59,6,2,/dev/ttyUSB0,202,False,False,2.25,False
3909.1,7,1,/dev/ttyUSB0,203,True,PT100,130.27,78.36
3910.6,7,2,/dev/ttyUSB0,204,False,False,1.7,False
3912.11,8,1,/dev/ttyUSB0,205,True,PT100,130.32,78.49
3913.61,8,2,/dev/ttyUSB0,206,False,False,2.56,False
4035.15,1,1,/dev/ttyUSB0,101,True,PT100,130.4,78.7
4036.65,1,2,/dev/ttyUSB0,102,False,False,1.76,False
4038.16,2,1,/dev/ttyUSB0,103,True,PT100,130.4,78.7
4039.66,2,2,/dev/ttyUSB0,104,False,False,2.87,False
4041.16,3,1,/dev/ttyUSB0,105,False,False,1.8,False
4042.72,3,2,/dev/ttyUSB0,106,True,PT100,130.34,78.54
4044.23,4,1,/dev/ttyUSB0,107,True,PT100,130.49,78.93
4045.73,4,2,/dev/ttyUSB0,108,False,False,3.11,False
4047.23,5,1,/dev/ttyUSB0,109,True,PT100,130.4,78.7
4048.74,5,2,/dev/ttyUSB0,110,False,False,1.54,False
4050.24,6,1,/dev/ttyUSB0,201,True,PT100,130.45,78.83
4051.75,6,2,/dev/ttyUSB0,202,False,False,2.25,False
4053.25,7,1,/dev/ttyUSB0,203,True,PT100,130.48,78.91
4054.75,7,2,/dev/ttyUSB0,204,False,False,1.71,False
4056.26,8,1,/dev/ttyUSB0,205,True,PT100,130.61,79.25
4057.76,8,2,/dev/ttyUSB0,206,False,False,2.57,False
4179.29,1,1,/dev/ttyUSB0,101,True,PT100,132.16,83.31
4180.79,1,2,/dev/ttyUSB0,102,False,False,1.77,False
4182.3,2,1,/dev/ttyUSB0,103,True,PT100,131.88,82.58
4183.8,2,2,/dev/ttyUSB0,104,False,False,2.88,False
4185.31,3,1,/dev/ttyUSB0,105,False,False,1.81,False
4186.81,3,2,/dev/ttyUSB0,106,True,PT100,131.87,82.55
4188.32,4,1,/dev/ttyUSB0,107,True,PT100,131.77,82.29
4189.82,4,2,/dev/ttyUSB0,108,False,False,3.12,False
4191.32,5,1,/dev/ttyUSB0,109,True,PT100,131.81,82.39
4192.83,5,2,/dev/ttyUSB0,110,False,False,1.55,False
4194.33,6,1,/dev/ttyUSB0,201,True,PT100,131.83,82.45
4195.83,6,2,/dev/ttyUSB0,202,False,False,2.26,False
4197.34,7,1,/dev/ttyUSB0,203,True,PT100,132.1,83.15
4198.84,7,2,/dev/ttyUSB0,204,False,False,1.72,False
4200.35,8,1,/dev/ttyUSB0,205,True,PT100,132.3,83.68
4201.85,8,2,/dev/ttyUSB0,206,False,False,2.58,False
4323.38,1,1,/dev/ttyUSB0,101,True,PT100,134.44,89.3
4324.88,1,2,/dev/ttyUSB0,102,False,False,1.78,False
4326.39,2,1,/dev/ttyUSB0,103,True,PT100,134.04,88.25
4327.89,2,2,/dev/ttyUSB0,104,False,False,2.9,False
4329.4,3,1,/dev/ttyUSB0,105,False,False,1.83,False
4330.9,3,2,/dev/ttyUSB0,106,True,PT100,133.96,88.04
4332.4,4,1,/dev/ttyUSB0,107,True,PT100,133.76,87.51
4333.91,4,2,/dev/ttyUSB0,108,False,False,3.14,False
4335.41,5,1,/dev/ttyUSB0,109,True,PT100,133.86,87.77
4336.92,5,2,/dev/ttyUSB0,110,False,False,1.57,False
4338.43,6,1,/dev/ttyUSB0,201,True,PT100,133.89,87.85
4339.93,6,2,/dev/ttyUSB0,202,False,False,2.27,False
4341.43,7,1,/dev/ttyUSB0,203,True,PT100,134.21,88.69
4342.94,7,2,/dev/ttyUSB0,204,False,False,1.73,False
4344.44,8,1,/dev/ttyUSB0,205,True,PT100,134.46,89.35
4345.95,8,2,/dev/ttyUSB0,206,False,False,2.6,False
4467.48,1,1,/dev/ttyUSB0,101,True,PT100,135.19,91.27
4468.98,1,2,/dev/ttyUSB0,102,False,False,1.79,False
4470.48,2,1,/dev/ttyUSB0,103,True,PT100,134.88,90.45
4471.99,2,2,/dev/ttyUSB0,104,False,False,2.91,False
4473.49,3,1,/dev/ttyUSB0,105,False,False,1.83,False
4474.99,3,2,/dev/ttyUSB0,106,True,PT100,134.68,89.93
4476.5,4,1,/dev/ttyUSB0,107,True,PT100,134.73,90.06
4478.0,4,2,/dev/ttyUSB0,108,False,False,3.15,False
4479.51,5,1,/dev/ttyUSB0,109,True,PT100,134.67,89.9
4481.01,5,2,/dev/ttyUSB0,110,False,False,1.57,False
4482.51,6,1,/dev/ttyUSB0,201,True,PT100,134.76,90.14
4484.02,6,2,/dev/ttyUSB0,202,False,False,2.28,False
4485.52,7,1,/dev/ttyUSB0,203,True,PT100,134.91,90.53
4487.03,7,2,/dev/ttyUSB0,204,False,False,1.74,False
4488.53,8,1,/dev/ttyUSB0,205,True,PT100,135.11,91.06
4490.03,8,2,/dev/ttyUSB0,206,False,False,2.6,False
4611.57,1,1,/dev/ttyUSB0,101,True,PT100,134.97,90.69
4613.07,1,2,/dev/ttyUSB0,102,False,False,1.79,False
4614.58,2,1,/dev/ttyUSB0,103,True,PT100,134.88,90.45
4616.08,2,2,/dev/ttyUSB0,104,False,False,2.91,False
4617.59,3,1,/dev/ttyUSB0,105,False,False,1.83,False
4619.09,3,2,/dev/ttyUSB0,106,True,PT100,134.68,89.93
4620.6,4,1,/dev/ttyUSB0,107,True,PT100,134.93,90.59
4622.11,4,2,/dev/ttyUSB0,108,False,False,3.15,False
4623.61,5,1,/dev/ttyUSB0,109,True,PT100,134.74,90.09
4625.12,5,2,/dev/ttyUSB0,110,False,False,1.57,False
4626.63,6,1,/dev/ttyUSB0,201,True,PT100,134.83,90.32
4628.14,6,2,/dev/ttyUSB0,202,False,False,2.28,False
4629.64,7,1,/dev/ttyUSB0,203,True,PT100,134.83,90.32
4631.15,7,2,/dev/ttyUSB0,204,False,False,1.74,False
4632.65,8,1,/dev/ttyUSB0,205,True,PT100,134.97,90.69
4634.15,8,2,/dev/ttyUSB0,206,False,False,2.6,False
4755.69,1,1,/dev/ttyUSB0,101,True,PT100,134.46,89.35
4757.19,1,2,/dev/ttyUSB0,102,False,False,1.78,False
4758.69,2,1,/dev/ttyUSB0,103,True,PT100,134.49,89.43
4760.2,2,2,/dev/ttyUSB0,104,False,False,2.9,False
4761.71,3,1,/dev/ttyUSB0,105,False,False,1.83,False
4763.21,3,2,/dev/ttyUSB0,106,True,PT100,134.32,88.98
4764.71,4,1,/dev/ttyUSB0,107,True,PT100,134.63,89.8
4766.22,4,2,/dev/ttyUSB0,108,False,False,3.15,False
4767.72,5,1,/dev/ttyUSB0,109,True,PT100,134.41,89.22
4769.23,5,2,/dev/ttyUSB0,110,False,False,1.57,False
4770.73,6,1,/dev/ttyUSB0,201,True,PT100,134.49,89.43
4772.23,6,2,/dev/ttyUSB0,202,False,False,2.28,False
4773.74,7,1,/dev/ttyUSB0,203,True,PT100,134.41,89.22
4775.24,7,2,/dev/ttyUSB0,204,False,False,1.73,False
4776.75,8,1,/dev/ttyUSB0,205,True,PT100,134.5,89.46
4778.25,8,2,/dev/ttyUSB0,206,False,False,2.6,False
4899.78,1,1,/dev/ttyUSB0,101,True,PT100,133.84,87.72
4901.28,1,2,/dev/ttyUSB0,102,False,False,1.78,False
4902.79,2,1,/dev/ttyUSB0,103,True,PT100,133.92,87.93
4904.29,2,2,/dev/ttyUSB0,104,False,False,2.9,False
4905.8,3,1,/dev/ttyUSB0,105,False,False,1.83,False
4907.31,3,2,/dev/ttyUSB0,106,True,PT100,133.77,87.54
4908.81,4,1,/dev/ttyUSB0,107,True,PT100,134.1,88.41
4910.32,4,2,/dev/ttyUSB0,108,False,False,3.14,False
4911.82,5,1,/dev/ttyUSB0,109,True,PT100,133.87,87.8
4913.32,5,2,/dev/ttyUSB0,110,False,False,1.57,False
4914.83,6,1,/dev/ttyUSB0,201,True,PT100,133.93,87.96
4916.33,6,2,/dev/ttyUSB0,202,False,False,2.27,False
4917.83,7,1,/dev/ttyUSB0,203,True,PT100,133.81,87.64
4919.34,7,2,/dev/ttyUSB0,204,False,False,1.73,False
4920.84,8,1,/dev/ttyUSB0,205,True,PT100,133.88,87.83
4922.35,8,2,/dev/ttyUSB0,206,False,False,2.59,False
5043.88,1,1,/dev/ttyUSB0,101,True,PT100,133.65,87.22
5045.38,1,2,/dev/ttyUSB0,102,False,False,1.78,False
5046.88,2,1,/dev/ttyUSB0,103,True,PT100,133.71,87.38
5048.39,2,2,/dev/ttyUSB0,104,False,False,2.9,False
5049.89,3,1,/dev/ttyUSB0,105,False,False,1.82,False
5051.39,3,2,/dev/ttyUSB0,106,True,PT100,133.62,87.14
5052.9,4,1,/dev/ttyUSB0,107,True,PT100,133.86,87.77
5054.4,4,2,/dev/ttyUSB0,108,False,False,3.14,False
5055.91,5,1,/dev/ttyUSB0,109,True,PT100,133.71,87.38
5057.41,5,2,/dev/ttyUSB0,110,False,False,1.57,False
5058.91,6,1,/dev/ttyUSB0,201,True,PT100,133.76,87.51
5060.42,6,2,/dev/ttyUSB0,202,False,False,2.27,False
5061.92,7,1,/dev/ttyUSB0,203,True,PT100,133.75,87.49
5063.43,7,2,/dev/ttyUSB0,204,False,False,1.73,False
5064.93,8,1,/dev/ttyUSB0,205,True,PT100,133.87,87.8
5066.43,8,2,/dev/ttyUSB0,206,False,False,2.59,False
5187.97,1,1,/dev/ttyUSB0,101,True,PT100,135.21,91.32
5189.47,1,2,/dev/ttyUSB0,102,False,False,1.79,False
5190.97,2,1,/dev/ttyUSB0,103,True,PT100,134.91,90.53
5192.47,2,2,/dev/ttyUSB0,104,False,False,2.91,False
5193.98,3,1,/dev/ttyUSB0,105,False,False,1.83,False
5195.48,3,2,/dev/ttyUSB0,106,True,PT100,134.75,90.11
5196.99,4,1,/dev/ttyUSB0,107,True,PT100,134.76,90.14
5198.49,4,2,/dev/ttyUSB0,108,False,False,3.15,False
5199.99,5,1,/dev/ttyUSB0,109,True,PT100,134.74,90.09
5201.5,5,2,/dev/ttyUSB0,110,False,False,1.57,False
5203.0,6,1,/dev/ttyUSB0,201,True,PT100,134.8,90.24
5204.51,6,2,/dev/ttyUSB0,202,False,False,2.28,False
5206.01,7,1,/dev/ttyUSB0,203,True,PT100,134.96,90.67
5207.51,7,2,/dev/ttyUSB0,204,False,False,1.74,False
5209.02,8,1,/dev/ttyUSB0,205,True,PT100,135.14,91.14
5210.52,8,2,/dev/ttyUSB0,206,False,False,2.6,False
5332.05,1,1,/dev/ttyUSB0,101,True,PT100,135.5,92.09
5333.55,1,2,/dev/ttyUSB0,102,False,False,1.79,False
5335.06,2,1,/dev/ttyUSB0,103,True,PT100,135.32,91.61
5336.56,2,2,/dev/ttyUSB0,104,False,False,2.91,False
5338.07,3,1,/dev/ttyUSB0,105,False,False,1.84,False
5339.57,3,2,/dev/ttyUSB0,106,True,PT100,135.11,91.06
5341.08,4,1,/dev/ttyUSB0,107,True,PT100,135.27,91.48
5342.58,4,2,/dev/ttyUSB0,108,False,False,3.15,False
5344.08,5,1,/dev/ttyUSB0,109,True,PT100,135.14,91.14
5345.59,5,2,/dev/ttyUSB0,110,False,False,1.57,False
5347.09,6,1,/dev/ttyUSB0,201,True,PT100,135.23,91.38
5348.59,6,2,/dev/ttyUSB0,202,False,False,2.28,False
5350.1,7,1,/dev/ttyUSB0,203,True,PT100,135.29,91.53
5351.6,7,2,/dev/ttyUSB0,204,False,False,1.74,False
5353.11,8,1,/dev/ttyUSB0,205,True,PT100,135.44,91.93
5354.61,8,2,/dev/ttyUSB0,206,False,False,2.6,False
5476.14,1,1,/dev/ttyUSB0,101,True,PT100,136.41,94.48
5477.65,1,2,/dev/ttyUSB0,102,False,False,1.8,False
5479.15,2,1,/dev/ttyUSB0,103,True,PT100,136.14,93.77
5480.66,2,2,/dev/ttyUSB0,104,False,False,2.92,False
5482.16,3,1,/dev/ttyUSB0,105,False,False,1.84,False
5483.67,3,2,/dev/ttyUSB0,106,True,PT100,136.01,93.43
5485.17,4,1,/dev/ttyUSB0,107,True,PT100,136.08,93.61
5486.67,4,2,/dev/ttyUSB0,108,False,False,3.16,False
5488.18,5,1,/dev/ttyUSB0,109,True,PT100,136.04,93.51
5489.68,5,2,/dev/ttyUSB0,110,False,False,1.58,False
5491.19,6,1,/dev/ttyUSB0,201,True,PT100,136.12,93.72
5492.69,6,2,/dev/ttyUSB0,202,False,False,2.29,False
5494.19,7,1,/dev/ttyUSB0,203,True,PT100,136.31,94.22
5495.71,7,2,/dev/ttyUSB0,204,False,False,1.75,False
5497.21,8,1,/dev/ttyUSB0,205,True,PT100,136.54,94.82
5498.71,8,2,/dev/ttyUSB0,206,False,False,2.61,False
5620.24,1,1,/dev/ttyUSB0,101,True,PT100,138.46,99.88
5621.75,1,2,/dev/ttyUSB0,102,False,False,1.81,False
5623.25,2,1,/dev/ttyUSB0,103,True,PT100,138.04,98.77
5624.75,2,2,/dev/ttyUSB0,104,False,False,2.93,False
5626.26,3,1,/dev/ttyUSB0,105,False,False,1.85,False
5627.76,3,2,/dev/ttyUSB0,106,True,PT100,137.86,98.3
5629.27,4,1,/dev/ttyUSB0,107,True,PT100,137.77,98.06
5630.77,4,2,/dev/ttyUSB0,108,False,False,3.17,False
5632.28,5,1,/dev/ttyUSB0,109,True,PT100,137.8,98.14
5633.78,5,2,/dev/ttyUSB0,110,False,False,1.59,False
5635.28,6,1,/dev/ttyUSB0,201,True,PT100,137.87,98.32
5636.79,6,2,/dev/ttyUSB0,202,False,False,2.3,False
5638.3,7,1,/dev/ttyUSB0,203,True,PT100,138.15,99.06
5639.8,7,2,/dev/ttyUSB0,204,False,False,1.76,False
5641.31,8,1,/dev/ttyUSB0,205,True,PT100,138.41,99.75
5642.81,8,2,/dev/ttyUSB0,206,False,False,2.63,False
5764.34,1,1,/dev/ttyUSB0,101,True,PT100,138.85,100.91
5765.84,1,2,/dev/ttyUSB0,102,False,False,1.81,False
5767.35,2,1,/dev/ttyUSB0,103,True,PT100,138.61,100.28
5768.85,2,2,/dev/ttyUSB0,104,False,False,2.94,False
5770.35,3,1,/dev/ttyUSB0,105,False,False,1.86,False
5771.86,3,2,/dev/ttyUSB0,106,True,PT100,138.36,99.62
5773.36,4,1,/dev/ttyUSB0,107,True,PT100,138.51,100.01
5774.87,4,2,/dev/ttyUSB0,108,False,False,3.18,False
5776.37,5,1,/dev/ttyUSB0,109,True,PT100,138.39,99.7
5777.87,5,2,/dev/ttyUSB0,110,False,False,1.59,False
5779.38,6,1,/dev/ttyUSB0,201,True,PT100,138.5,99.99
5780.88,6,2,/dev/ttyUSB0,202,False,False,2.3,False
5782.39,7,1,/dev/ttyUSB0,203,True,PT100,138.59,100.22
5783.89,7,2,/dev/ttyUSB0,204,False,False,1.76,False
5785.39,8,1,/dev/ttyUSB0,205,True,PT100,138.8,100.78
5786.9,8,2,/dev/ttyUSB0,206,False,False,2.63,False
5908.43,1,1,/dev/ttyUSB0,101,True,PT100,138.46,99.88
5909.93,1,2,/dev/ttyUSB0,102,False,False,1.81,False
5911.43,2,1,/dev/ttyUSB0,103,True,PT100,138.42,99.77
5912.94,2,2,/dev/ttyUSB0,104,False,False,2.94,False
5914.44,3,1,/dev/ttyUSB0,105,False,False,1.86,False
5915.95,3,2,/dev/ttyUSB0,106,True,PT100,138.2,99.19
5917.45,4,1,/dev/ttyUSB0,107,True,PT100,138.52,100.04
5918.95,4,2,/dev/ttyUSB0,108,False,False,3.18,False
5920.46,5,1,/dev/ttyUSB0,109,True,PT100,138.29,99.43
5921.96,5,2,/dev/ttyUSB0,110,False,False,1.59,False
5923.47,6,1,/dev/ttyUSB0,201,True,PT100,138.38,99.67
5924.97,6,2,/dev/ttyUSB0,202,False,False,2.3,False
5926.47,7,1,/dev/ttyUSB0,203,True,PT100,138.35,99.59
5927.98,7,2,/dev/ttyUSB0,204,False,False,1.76,False
5929.48,8,1,/dev/ttyUSB0,205,True,PT100,138.47,99.91
5930.99,8,2,/dev/ttyUSB0,206,False,False,2.63,False
6052.52,1,1,/dev/ttyUSB0,101,True,PT100,137.81,98.17
6054.02,1,2,/dev/ttyUSB0,102,False,False,1.81,False
6055.52,2,1,/dev/ttyUSB0,103,True,PT100,137.87,98.32
6057.03,2,2,/dev/ttyUSB0,104,False,False,2.93,False
6058.53,3,1,/dev/ttyUSB0,105,False,False,1.85,False
6060.03,3,2,/dev/ttyUSB0,106,True,PT100,137.69,97.85
6061.54,4,1,/dev/ttyUSB0,107,True,PT100,138.06,98.83
6063.04,4,2,/dev/ttyUSB0,108,False,False,3.18,False
6064.55,5,1,/dev/ttyUSB0,109,True,PT100,137.8,98.14
6066.05,5,2,/dev/ttyUSB0,110,False,False,1.59,False
6067.59,6,1,/dev/ttyUSB0,201,True,PT100,137.88,98.35
6069.1,6,2,/dev/ttyUSB0,202,False,False,2.3,False
6070.6,7,1,/dev/ttyUSB0,203,True,PT100,137.77,98.06
6072.11,7,2,/dev/ttyUSB0,204,False,False,1.76,False
6073.62,8,1,/dev/ttyUSB0,205,True,PT100,137.86,98.3
6075.12,8,2,/dev/ttyUSB0,206,False,False,2.62,False
6196.65,1,1,/dev/ttyUSB0,101,True,PT100,137.26,96.72
6198.15,1,2,/dev/ttyUSB0,102,False,False,1.8,False
6199.66,2,1,/dev/ttyUSB0,103,True,PT100,137.36,96.98
6201.16,2,2,/dev/ttyUSB0,104,False,False,2.93,False
6202.67,3,1,/dev/ttyUSB0,105,False,False,1.85,False
6204.17,3,2,/dev/ttyUSB0,106,True,PT100,137.23,96.64
6205.68,4,1,/dev/ttyUSB0,107,True,PT100,137.57,97.53
6207.18,4,2,/dev/ttyUSB0,108,False,False,3.17,False
6208.68,5,1,/dev/ttyUSB0,109,True,PT100,137.35,96.95
6210.19,5,2,/dev/ttyUSB0,110,False,False,1.59,False
6211.69,6,1,/dev/ttyUSB0,201,True,PT100,137.42,97.14
6213.19,6,2,/dev/ttyUSB0,202,False,False,2.3,False
6214.7,7,1,/dev/ttyUSB0,203,True,PT100,137.34,96.93
6216.2,7,2,/dev/ttyUSB0,204,False,False,1.75,False
6217.71,8,1,/dev/ttyUSB0,205,True,PT100,137.43,97.17
6219.21,8,2,/dev/ttyUSB0,206,False,False,2.62,False
6340.75,1,1,/dev/ttyUSB0,101,True,PT100,138.57,100.17
6342.25,1,2,/dev/ttyUSB0,102,False,False,1.81,False
6343.76,2,1,/dev/ttyUSB0,103,True,PT100,138.33,99.54
6345.26,2,2,/dev/ttyUSB0,104,False,False,2.94,False
6346.76,3,1,/dev/ttyUSB0,105,False,False,1.86,False
6348.27,3,2,/dev/ttyUSB0,106,True,PT100,138.19,99.17
6349.77,4,1,/dev/ttyUSB0,107,True,PT100,138.26,99.35
6351.27,4,2,/dev/ttyUSB0,108,False,False,3.18,False
6352.78,5,1,/dev/ttyUSB0,109,True,PT100,138.21,99.22
6354.28,5,2,/dev/ttyUSB0,110,False,False,1.59,False
6355.79,6,1,/dev/ttyUSB0,201,True,PT100,138.27,99.38
6357.29,6,2,/dev/ttyUSB0,202,False,False,2.3,False
6358.8,7,1,/dev/ttyUSB0,203,True,PT100,138.42,99.77
6360.3,7,2,/dev/ttyUSB0,204,False,False,1.76,False
6361.8,8,1,/dev/ttyUSB0,205,True,PT100,138.62,100.3
6363.31,8,2,/dev/ttyUSB0,206,False,False,2.63,False
6484.83,1,1,/dev/ttyUSB0,101,True,PT100,139.17,101.75
6486.34,1,2,/dev/ttyUSB0,102,False,False,1.81,False
6487.84,2,1,/dev/ttyUSB0,103,True,PT100,138.95,101.17
6489.35,2,2,/dev/ttyUSB0,104,False,False,2.94,False
6490.85,3,1,/dev/ttyUSB0,105,False,False,1.86,False
6492.35,3,2,/dev/ttyUSB0,106,True,PT100,138.72,100.57
6493.86,4,1,/dev/ttyUSB0,107,True,PT100,138.88,100.99
6495.36,4,2,/dev/ttyUSB0,108,False,False,3.18,False
6496.87,5,1,/dev/ttyUSB0,109,True,PT100,138.75,100.64
6498.37,5,2,/dev/ttyUSB0,110,False,False,1.6,False
6499.87,6,1,/dev/ttyUSB0,201,True,PT100,138.84,100.88
6501.38,6,2,/dev/ttyUSB0,202,False,False,2.31,False
6502.88,7,1,/dev/ttyUSB0,203,True,PT100,138.92,101.09
6504.39,7,2,/dev/ttyUSB0,204,False,False,1.76,False
6505.89,8,1,/dev/ttyUSB0,205,True,PT100,139.09,101.54
6507.39,8,2,/dev/ttyUSB0,206,False,False,2.63,False
6628.93,1,1,/dev/ttyUSB0,101,True,PT100,139.58,102.83
6630.43,1,2,/dev/ttyUSB0,102,False,False,1.82,False
6631.94,2,1,/dev/ttyUSB0,103,True,PT100,139.41,102.39
6633.44,2,2,/dev/ttyUSB0,104,False,False,2.95,False
6634.95,3,1,/dev/ttyUSB0,105,False,False,1.86,False
6636.45,3,2,/dev/ttyUSB0,106,True,PT100,139.24,101.94
6637.96,4,1,/dev/ttyUSB0,107,True,PT100,139.41,102.39
6639.46,4,2,/dev/ttyUSB0,108,False,False,3.19,False
6640.96,5,1,/dev/ttyUSB0,109,True,PT100,139.3,102.1
6642.47,5,2,/dev/ttyUSB0,110,False,False,1.6,False
6643.97,6,1,/dev/ttyUSB0,201,True,PT100,139.39,102.33
6645.48,6,2,/dev/ttyUSB0,202,False,False,2.31,False
6646.99,7,1,/dev/ttyUSB0,203,True,PT100,139.51,102.65
6648.49,7,2,/dev/ttyUSB0,204,False,False,1.77,False
6649.99,8,1,/dev/ttyUSB0,205,True,PT100,139.74,103.26
6651.5,8,2,/dev/ttyUSB0,206,False,False,2.64,False
6773.03,1,1,/dev/ttyUSB0,101,True,PT100,141.85,108.83
6774.53,1,2,/dev/ttyUSB0,102,False,False,1.83,False
6776.03,2,1,/dev/ttyUSB0,103,True,PT100,141.42,107.69
6777.54,2,2,/dev/ttyUSB0,104,False,False,2.96,False
6779.04,3,1,/dev/ttyUSB0,105,False,False,1.88,False
6780.55,3,2,/dev/ttyUSB0,106,True,PT100,141.3,107.38
6782.06,4,1,/dev/ttyUSB0,107,True,PT100,141.2,107.11
6783.56,4,2,/dev/ttyUSB0,108,False,False,3.2,False
6785.07,5,1,/dev/ttyUSB0,109,True,PT100,141.26,107.27
6786.57,5,2,/dev/ttyUSB0,110,False,False,1.61,False
6788.08,6,1,/dev/ttyUSB0,201,True,PT100,141.29,107.35
6789.58,6,2,/dev/ttyUSB0,202,False,False,2.33,False
6791.08,7,1,/dev/ttyUSB0,203,True,PT100,141.64,108.27
6792.59,7,2,/dev/ttyUSB0,204,False,False,1.78,False
6794.09,8,1,/dev/ttyUSB0,205,True,PT100,141.93,109.04
6795.59,8,2,/dev/ttyUSB0,206,False,False,2.66,False
6917.12,1,1,/dev/ttyUSB0,101,True,PT100,143.11,112.16
6918.63,1,2,/dev/ttyUSB0,102,False,False,1.84,False
6920.13,2,1,/dev/ttyUSB0,103,True,PT100,142.73,111.16
6921.63,2,2,/dev/ttyUSB0,104,False,False,2.98,False
6923.14,3,1,/dev/ttyUSB0,105,False,False,1.89,False
6924.64,3,2,/dev/ttyUSB0,106,True,PT100,142.46,110.44
6926.15,4,1,/dev/ttyUSB0,107,True,PT100,142.5,110.55
6927.65,4,2,/dev/ttyUSB0,108,False,False,3.22,False
6929.16,5,1,/dev/ttyUSB0,109,True,PT100,142.45,110.42
6930.66,5,2,/dev/ttyUSB0,110,False,False,1.62,False
6932.16,6,1,/dev/ttyUSB0,201,True,PT100,142.56,110.71
6933.67,6,2,/dev/ttyUSB0,202,False,False,2.33,False
